player_id,team_id,player_name,team,plus_minus,ortg,fic,tsp,efgp,fgp,drtg
5003,15,Bradley Beal,Washington Wizards,1.538461538,109.0769231,11.08653846,0.531296097,0.493691493,0.420533357,109.9230769
33684,15,Kelly Oubre,Washington Wizards,-3.357142857,93.85714286,3.883928571,0.537984185,0.480257937,0.404464286,109.5
66560,15,Daniel Ochefu,Washington Wizards,2.666666667,21.33333333,0,0.5,0.5,0.5,108.3333333
66561,15,Sheldon Mac,Washington Wizards,1.666666667,81.16666667,2.4375,0.561160714,0.546527778,0.501388889,111
66569,15,Tomas Satoransky,Washington Wizards,-0.133333333,88.8,3.366666667,0.452332542,0.473214286,0.43452381,109
67934,15,Danuel House,Washington Wizards,0,0,0.75,0,0,0,73
120,16,Jarnell Stokes,Denver Nuggets,-2,124,-0.25,0.568181818,0,0,112
232,16,Will Barton,Denver Nuggets,1,111,9.5,0.484261501,0.307692308,0.307692308,104
306,16,Mike Miller,Denver Nuggets,2.5,111.5,0.375,0,0,0,112
324,16,Jameer Nelson,Denver Nuggets,0.857142857,106,6.071428571,0.594726828,0.569047619,0.477891156,109.2857143
1910,16,Kenneth Faried,Denver Nuggets,-1.857142857,113.2857143,11.23214286,0.585827796,0.533730159,0.533730159,101.2857143
1911,16,Danilo Gallinari,Denver Nuggets,2.714285714,127.1428571,11.17857143,0.620661941,0.53141541,0.439215546,110.1428571
1913,16,Jusuf Nurkic,Denver Nuggets,0.571428571,76.71428571,6.857142857,0.390752959,0.3603131,0.3603131,102
1919,16,Alonzo Gee,Denver Nuggets,-6,218,0.5,0,0,0,111
1921,16,Darrell Arthur,Denver Nuggets,0,96.5,1.75,0.416666667,0.416666667,0.333333333,104
1922,16,Wilson Chandler,Denver Nuggets,3,105,11.54166667,0.534393175,0.522126022,0.490440115,106.1666667
4038,16,Gary Harris,Denver Nuggets,-0.75,103.5,6,0.466385542,0.416520979,0.38479021,111.5
33516,16,Nikola Jokic,Denver Nuggets,-0.571428571,121.4285714,9.517857143,0.605377333,0.592006803,0.581292517,104.2857143
33522,16,Emmanuel Mudiay,Denver Nuggets,2.857142857,91,8.875,0.500196463,0.410969003,0.366018715,103.8571429
66884,16,Malik Beasley,Denver Nuggets,0.666666667,20.66666667,-0.416666667,0,0,0,114.3333333
66890,16,Juan Hernangomez,Denver Nuggets,0.5,126.8333333,2.875,1.017013889,0.9875,0.775,106.8333333
66891,16,Jamal Murray,Denver Nuggets,-4.285714286,95.57142857,2.589285714,0.416422537,0.41164966,0.325,110.4285714
104,17,Zach LaVine,Minnesota Timberwolves,-1.8125,110.125,10,0.552249834,0.504924151,0.431544033,113.375
106,17,Gorgui Dieng,Minnesota Timberwolves,0.176470588,109.2352941,11.38235294,0.543178114,0.503976742,0.501035566,107.2941176
112,17,Ricky Rubio,Minnesota Timberwolves,-3.083333333,107.6666667,9.4375,0.493158324,0.408928571,0.356746032,109.5
115,17,Andrew Wiggins,Minnesota Timberwolves,0.941176471,101.8235294,9.426470588,0.514744703,0.460684282,0.419145286,113.2941176
116,17,Shabazz Muhammad,Minnesota Timberwolves,-1.142857143,111.4285714,3.303571429,0.537496445,0.491071429,0.475,114
171,17,Cole Aldrich,Minnesota Timberwolves,0.411764706,129.9411765,3.522058824,0.615872119,0.588888889,0.588888889,105.6470588
187,17,Jordan Hill,Minnesota Timberwolves,3,164,2.375,0.901515152,0.666666667,0.666666667,101.5
1819,17,Brandon Rush,Minnesota Timberwolves,1.375,70,0.96875,0.212486157,0.214285714,0.166666667,105.875
